BC_ID,BC_MaxPressure,Brake_energy_cyl,Brake_energy_pipe,Brake_power_cyl,Brake_power_delay,Brake_power_pipe,Brake_timing_cyl,Brake_timing_pipe,Buildup_end_pressure_delay,Buildup_energy_cyl,Buildup_energy_pipe,Buildup_gradient_cyl,Buildup_gradient_pipe,Buildup_power_cyl,Buildup_power_pipe,Buildup_timing_cyl,Buildup_timing_pipe,DS_Error,End_brake_speed,End_brake_time_cyl,End_brake_time_pipe,End_buildup_time_pipe,End_release_time_pipe,Energy_ratio,First_phase_energy,First_phase_energy_1hz,First_phase_error,First_phase_first_gradient,First_phase_first_gradient_1hz,First_phase_half_time_ratio,First_phase_half_time_ratio_1hz,First_phase_inflection_point,First_phase_inflection_point_1hz,First_phase_max_gradient,First_phase_max_gradient_1hz,First_phase_mean_curvature,First_phase_mean_curvature_1hz,First_phase_power,First_phase_power_1hz,First_phase_timing,First_phase_timing_1hz,First_phase_timing_half,First_phase_timing_half_1hz,GPS_Lat_last,GPS_Long_last,GPS_NumSamples,GPS_Speed_mean,GPS_Speed_RPM_mean,Holding_energy_cyl,Holding_energy_pipe,Holding_power_cyl,Holding_power_pipe,Holding_timing_cyl,Holding_timing_pipe,MBP_ID,Max_pressure_cyl,Max_pressure_pipe,Mean_delay_exp,Mean_pipe,Power_ratio,Release_energy_cyl,Release_energy_pipe,Release_gradient_cyl,Release_gradient_pipe,Release_power_cyl,Release_power_delay,Release_power_pipe,Release_start_pressure_delay,Release_timing_cyl,Release_timing_pipe,Speed_difference,Speed_gradient,Start_brake_speed,Start_brake_time_cyl,Start_brake_time_pipe,Start_buildup_time_pipe,Start_release_time_pipe,Std_delay_exp,Std_pipe,Total_energy_efficiency,Total_energy_delay,Total_power_cyl,Total_power_delay,Total_power_efficiency,Total_power_normalized,Total_power_pipe,Total_power_weighted,WV_ID,WV_MeanPressure,BC_AlreadyEngagedStart,BC_BadStart,BC_FlatStartNearZero,BC_LowBraking,BC_NormalBraking,BC_PhaseClassification_error,BC_ReleasingAtStart,BC_SensorError,BC_StartAboveThresh,BC_braketiming_error,Consecutive_braking_pipe,EmergencyBrake,EmergencyBrake_action,GPS_SensorError,Gateway_CB_Error,Gateway_VB_Error,MBP_PhaseClassification_error,MBP_Sensor_error,MBP_braketiming_error,Non_Standard_Braking,SV_Error,UB_Error,UR_Error,WV_SensorError,LeakageLabel
0x94,0.007122164733145,,50.1726931960559,,,1.45956925661254,,34.375,,,1.17564584080873,,0.787433557339654,,0.691556376946314,,1.7,0.0,0.0,NaT,30-May-2025 05:32:25,30-May-2025 05:31:52,30-May-2025 05:32:29,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,48.9970473552472,,1.49952708049724,,32.675,0xda,0.007122164733145,4.56942822142639,-2.36589835211794,2.37146846978223,,,2.39184758826178,,-0.309431753227535,,,0.514375825432641,,,4.65,0.0,0.0,0.0,NaT,30-May-2025 05:31:50,30-May-2025 05:31:50,30-May-2025 05:32:25,-1.52499946745331,1.52581786998792,,,,,,,1.34694531157765,,0x7d,-0.0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0xf5,-0.0354667075568879,,50.1726931960559,,,1.45956925661254,,34.375,,,1.17564584080873,,0.787433557339654,,0.691556376946314,,1.7,0.0,0.0,NaT,30-May-2025 05:32:25,30-May-2025 05:31:52,30-May-2025 05:32:29,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,48.9970473552472,,1.49952708049724,,32.675,0xda,-0.0354667075568879,4.56942822142639,-2.4107957680315,2.37146846978223,,,2.39184758826178,,-0.309431753227535,,,0.514375825432641,,,4.65,0.0,0.0,0.0,NaT,30-May-2025 05:31:50,30-May-2025 05:31:50,30-May-2025 05:32:25,-1.52461826236135,1.52581786998792,,,,,,,1.34694531157765,,0x43,0.9,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0x74,1.25667003099136,,50.1726931960559,,,1.45956925661254,,34.375,,,1.17564584080873,,0.787433557339654,,0.691556376946314,,1.7,0.0,0.0,NaT,30-May-2025 05:32:25,30-May-2025 05:31:52,30-May-2025 05:32:29,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,48.9970473552472,,1.49952708049724,,32.675,0xda,1.25667003099136,4.56942822142639,-1.11781378220265,2.37146846978223,,,2.39184758826178,,-0.309431753227535,,,0.514375825432641,,,4.65,0.0,0.0,0.0,NaT,30-May-2025 05:31:50,30-May-2025 05:31:50,30-May-2025 05:32:25,-1.52471516911381,1.52581786998792,,,,,,,1.34694531157765,,0x6d,-0.0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,Healthy
0x94,0.0085187992008923,,34.7541484326581,,,1.44208084782814,,24.1,,,1.17054012027187,,0.785559828021382,,0.68855301192463,,1.7,0.0,0.0,NaT,30-May-2025 05:34:11,30-May-2025 05:33:48,30-May-2025 05:34:15,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,33.5836083123863,,1.49926822823153,,22.4,0xda,0.0085187992008923,4.88103164074497,-3.12678713034513,3.1323928822035,,,2.30774408338411,,-0.324783888423525,,,0.527484361916368,,,4.375,0.0,0.0,0.0,NaT,30-May-2025 05:33:47,30-May-2025 05:33:47,30-May-2025 05:34:11,-1.63262201157753,1.63363875763483,,,,,,,1.30155899968542,,0x7d,-0.0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0xf5,-0.0356855616685345,,34.7541484326581,,,1.44208084782814,,24.1,,,1.17054012027187,,0.785559828021382,,0.68855301192463,,1.7,0.0,0.0,NaT,30-May-2025 05:34:11,30-May-2025 05:33:48,30-May-2025 05:34:15,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,33.5836083123863,,1.49926822823153,,22.4,0xda,-0.0356855616685345,4.88103164074497,-3.17157865669061,3.1323928822035,,,2.30774408338411,,-0.324783888423525,,,0.527484361916368,,,4.375,0.0,0.0,0.0,NaT,30-May-2025 05:33:47,30-May-2025 05:33:47,30-May-2025 05:34:11,-1.63269401513827,1.63363875763483,,,,,,,1.30155899968542,,0x43,0.9,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0x74,1.25673556208022,,34.7541484326581,,,1.44208084782814,,24.1,,,1.17054012027187,,0.785559828021382,,0.68855301192463,,1.7,0.0,0.0,NaT,30-May-2025 05:34:11,30-May-2025 05:33:48,30-May-2025 05:34:15,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,33.5836083123863,,1.49926822823153,,22.4,0xda,1.25673556208022,4.88103164074497,-1.87789233955353,3.1323928822035,,,2.30774408338411,,-0.324783888423525,,,0.527484361916368,,,4.375,0.0,0.0,0.0,NaT,30-May-2025 05:33:47,30-May-2025 05:33:47,30-May-2025 05:34:11,-1.63278384735849,1.63363875763483,,,,,,,1.30155899968542,,0x6d,-0.0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,Healthy
0x94,0.0080481200955978,,87.368033023481,,,1.4770588845897,,59.15,,,1.17042859799393,,0.800728753097804,,0.698763342085926,,1.675,0.0,0.0,NaT,30-May-2025 05:37:23,30-May-2025 05:36:25,30-May-2025 05:37:27,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,86.1976044254871,,1.49974083384927,,57.475,0xda,0.0080481200955978,4.89390436428837,-4.09365576673566,4.09893361069777,,,2.38531764886129,,-0.321408633361494,,,0.530070588635842,,,4.5,0.0,0.0,0.0,NaT,30-May-2025 05:36:24,30-May-2025 05:36:24,30-May-2025 05:37:23,-1.40381560914123,1.40461953553087,,,,,,,1.41010763035887,,0x7d,-0.0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0xf5,-0.0354943231316708,,87.368033023481,,,1.4770588845897,,59.15,,,1.17042859799393,,0.800728753097804,,0.698763342085926,,1.675,0.0,0.0,NaT,30-May-2025 05:37:23,30-May-2025 05:36:25,30-May-2025 05:37:27,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,86.1976044254871,,1.49974083384927,,57.475,0xda,-0.0354943231316708,4.89390436428837,-4.13840511340028,4.09893361069777,,,2.38531764886129,,-0.321408633361494,,,0.530070588635842,,,4.5,0.0,0.0,0.0,NaT,30-May-2025 05:36:24,30-May-2025 05:36:24,30-May-2025 05:37:23,-1.40344708487493,1.40461953553087,,,,,,,1.41010763035887,,0x43,0.9,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Healthy
0x74,1.25852254674784,,87.368033023481,,,1.4770588845897,,59.15,,,1.17042859799393,,0.800728753097804,,0.698763342085926,,1.675,0.0,0.0,NaT,30-May-2025 05:37:23,30-May-2025 05:36:25,30-May-2025 05:37:27,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,86.1976044254871,,1.49974083384927,,57.475,0xda,1.25852254674784,4.89390436428837,-2.84393237726363,4.09893361069777,,,2.38531764886129,,-0.321408633361494,,,0.530070588635842,,,4.5,0.0,0.0,0.0,NaT,30-May-2025 05:36:24,30-May-2025 05:36:24,30-May-2025 05:37:23,-1.40357399310811,1.40461953553087,,,,,,,1.41010763035887,,0x6d,-0.0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,Healthy
0x94,0.0077912743783287,,14.8678926411471,,,0.749956753651809,,19.825,,,11.0196081636382,,0.0710080409754865,,0.655929057359415,,16.8,0.0,0.0,NaT,30-May-2025 05:39:16,30-May-2025 05:39:13,30-May-2025 05:39:21,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,3.84828447750896,,1.2721601578542,,3.025,0xda,0.0077912743783287,1.32934541546737,-0.702853603972821,0.707649683925283,,,2.7547885648418,,-0.246621625462389,,,0.545502686107287,,,5.05,0.0,0.0,0.0,NaT,30-May-2025 05:38:57,30-May-2025 05:38:57,30-May-2025 05:39:16,-0.391518554824765,0.392662580319121,,,,,,,0.708449495718148,,0x7d,-0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Healthy
