BC_ID,BC_MaxPressure,Brake_energy_cyl,Brake_energy_pipe,Brake_power_cyl,Brake_power_delay,Brake_power_pipe,Brake_timing_cyl,Brake_timing_pipe,Buildup_end_pressure_delay,Buildup_energy_cyl,Buildup_energy_pipe,Buildup_gradient_cyl,Buildup_gradient_pipe,Buildup_power_cyl,Buildup_power_pipe,Buildup_timing_cyl,Buildup_timing_pipe,DS_Error,End_brake_speed,End_brake_time_cyl,End_brake_time_pipe,End_buildup_time_pipe,End_release_time_pipe,Energy_ratio,First_phase_energy,First_phase_energy_1hz,First_phase_error,First_phase_first_gradient,First_phase_first_gradient_1hz,First_phase_half_time_ratio,First_phase_half_time_ratio_1hz,First_phase_inflection_point,First_phase_inflection_point_1hz,First_phase_max_gradient,First_phase_max_gradient_1hz,First_phase_mean_curvature,First_phase_mean_curvature_1hz,First_phase_power,First_phase_power_1hz,First_phase_timing,First_phase_timing_1hz,First_phase_timing_half,First_phase_timing_half_1hz,GPS_Lat_last,GPS_Long_last,GPS_NumSamples,GPS_Speed_mean,GPS_Speed_RPM_mean,Holding_energy_cyl,Holding_energy_pipe,Holding_power_cyl,Holding_power_pipe,Holding_timing_cyl,Holding_timing_pipe,MBP_ID,Max_pressure_cyl,Max_pressure_pipe,Mean_delay_exp,Mean_pipe,Power_ratio,Release_energy_cyl,Release_energy_pipe,Release_gradient_cyl,Release_gradient_pipe,Release_power_cyl,Release_power_delay,Release_power_pipe,Release_start_pressure_delay,Release_timing_cyl,Release_timing_pipe,Speed_difference,Speed_gradient,Start_brake_speed,Start_brake_time_cyl,Start_brake_time_pipe,Start_buildup_time_pipe,Start_release_time_pipe,Std_delay_exp,Std_pipe,Total_energy_efficiency,Total_energy_delay,Total_power_cyl,Total_power_delay,Total_power_efficiency,Total_power_normalized,Total_power_pipe,Total_power_weighted,WV_ID,WV_MeanPressure,BC_AlreadyEngagedStart,BC_BadStart,BC_FlatStartNearZero,BC_LowBraking,BC_NormalBraking,BC_PhaseClassification_error,BC_ReleasingAtStart,BC_SensorError,BC_StartAboveThresh,BC_braketiming_error,Consecutive_braking_pipe,EmergencyBrake,EmergencyBrake_action,GPS_SensorError,Gateway_CB_Error,Gateway_VB_Error,MBP_PhaseClassification_error,MBP_Sensor_error,MBP_braketiming_error,Non_Standard_Braking,SV_Error,UB_Error,UR_Error,WV_SensorError,LeakageLabel
0x41,,,16.4820712489274,,,1.46507299990465,,11.25,,,0.285507303144154,,2.88726648475292,,0.634460673653675,,0.45,,0.0,NaT,05-Sep-2025 09:13:06,05-Sep-2025 09:12:55,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,16.1965639457832,,1.49968184683178,,10.8,0xfb,,2.73570306692796,,2.52590610784795,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 09:12:54,05-Sep-2025 09:12:54,NaT,,0.469016259207206,,,,,,,1.46507299990465,,0x77,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
0x1a,,,16.4820712489274,,,1.46507299990465,,11.25,,,0.285507303144154,,2.88726648475292,,0.634460673653675,,0.45,,0.0,NaT,05-Sep-2025 09:13:06,05-Sep-2025 09:12:55,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,16.1965639457832,,1.49968184683178,,10.8,0xfb,,2.73570306692796,,2.52590610784795,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 09:12:54,05-Sep-2025 09:12:54,NaT,,0.469016259207206,,,,,,,1.46507299990465,,0x67,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
0x90,,,16.4820712489274,,,1.46507299990465,,11.25,,,0.285507303144154,,2.88726648475292,,0.634460673653675,,0.45,,0.0,NaT,05-Sep-2025 09:13:06,05-Sep-2025 09:12:55,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,16.1965639457832,,1.49968184683178,,10.8,0xfb,,2.73570306692796,,2.52590610784795,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 09:12:54,05-Sep-2025 09:12:54,NaT,,0.469016259207206,,,,,,,1.46507299990465,,0x89,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
0xec,,,16.4820712489274,,,1.46507299990465,,11.25,,,0.285507303144154,,2.88726648475292,,0.634460673653675,,0.45,,0.0,NaT,05-Sep-2025 09:13:06,05-Sep-2025 09:12:55,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,16.1965639457832,,1.49968184683178,,10.8,0xfb,,2.73570306692796,,2.52590610784795,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 09:12:54,05-Sep-2025 09:12:54,NaT,,0.469016259207206,,,,,,,1.46507299990465,,0x38,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
0x41,0.481744870993061,1.16941848440875,4.18931226083963,0.458595484081862,0.189186335474812,0.26940914860705,2.55,15.55,0.0851264087061787,0.0208656690416401,0.907227408629725,0.138102441558821,0.089614411623746,0.417313380832802,0.252007613508257,0.05,3.6,0.0,6.86536407470703,05-Sep-2025 09:27:01,05-Sep-2025 09:27:01,05-Sep-2025 09:26:49,05-Sep-2025 09:27:07,0.422457894143115,,,0.0,,,,,,,,,,,,,,,,,45.68825682791609,15.760423416398984,4,6.77878296375275,7.60862324772912,1.14855281536711,3.2820848522099,0.459421126146843,0.274651452067774,2.5,11.95,0xfb,0.481200968940034,0.438133657523056,0.160201378320863,0.269384241768516,1.64700174398652,1.21948133619283,1.46545204519152,-0.0204612926756306,-0.0574431123099427,0.424167421284461,0.162479556071689,0.261687865212772,0.0835222128057354,2.875,5.6,0.275948047637939,0.0145235814546284,6.58941602706909,05-Sep-2025 09:26:59,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:27:01,-0.0612763099306983,0.0979299131185533,1.11129700472413,-3.26586448542958,0.440350197345912,0.351665891546501,3.32311751947436,3.64977066430582,0.267364742601946,6.08295110717636,0x77,0.6,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Healthy
0x1a,0.505145527469753,0.536846761951046,4.18931226083963,0.405167367510223,0.135758218903173,0.26940914860705,1.325,15.55,0.123831059862843,0.127520727456825,0.907227408629725,0.864732316973621,0.089614411623746,0.255041454913649,0.252007613508257,0.5,3.6,0.0,6.86536407470703,05-Sep-2025 09:26:49,05-Sep-2025 09:27:01,05-Sep-2025 09:26:49,05-Sep-2025 09:27:07,1.72484153613576,,0.0840591051130193,1.0,,0.854261529073586,,0.5,,05-Sep-2025 09:26:48,,1.00811164997724,,0.377707349223701,,0.210147762782548,,0.4,,0.2,45.68825682791609,15.760423416398984,4,6.77878296375275,7.60862324772912,0.409326034494221,3.2820848522099,0.496152769083904,0.274651452067774,0.825,11.95,0xfb,0.505145527469753,0.438133657523056,0.132306466416061,0.269384241768516,1.6563177520668,9.21672559014938,1.46545204519152,-0.0048287150981857,-0.0574431123099427,0.445252443968569,0.183564578755797,0.261687865212772,0.124705824618177,20.7,5.6,0.275948047637939,0.0145235814546284,6.58941602706909,05-Sep-2025 09:26:48,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:27:01,0.0405952905216643,0.0979299131185533,6.41748635973726,4.09880804606928,0.442840969448373,0.31932279765897,3.20537480094419,3.6956319533064,0.267364742601946,6.159386588844,0x67,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Healthy
0x90,0.624026939375382,0.0894977295581789,4.18931226083963,0.596651530387859,0.327242381780809,0.26940914860705,0.15,15.55,0.277647582915053,,0.907227408629725,0.0,0.089614411623746,,0.252007613508257,0.0,3.6,0.0,6.86536407470703,05-Sep-2025 09:26:46,05-Sep-2025 09:27:01,05-Sep-2025 09:26:49,05-Sep-2025 09:27:07,1.72372541262079,,,0.0,,,,,,,,,,,,,,,,,45.68825682791609,15.760423416398984,4,6.77878296375275,7.60862324772912,0.0894977295581789,3.2820848522099,0.596651530387859,0.274651452067774,0.15,11.95,0xfb,0.618799293267589,0.438133657523056,0.196459812266695,0.269384241768516,1.75062628940839,9.65776320712869,1.46545204519152,-0.0086683787314005,-0.0574431123099427,0.467122766971158,0.205434901758386,0.261687865212772,0.20570706616401,20.675,5.6,0.275948047637939,0.0145235814546284,6.58941602706909,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:27:01,-0.0620311480097802,0.0979299131185533,6.61165965736502,4.09249663065572,0.468055747259874,0.532677283539196,3.99970486046587,5.6489943158612,0.267364742601946,8.06999187980171,0x89,0.7,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthy
0xec,0.458067214497047,0.642486223334966,4.18931226083963,0.450867525147345,0.181458376540295,0.26940914860705,1.425,15.55,0.0780147162477079,0.0102846177269256,0.907227408629725,0.182060343677974,0.089614411623746,0.411384709077025,0.252007613508257,0.025,3.6,0.0,6.86536407470703,05-Sep-2025 09:26:47,05-Sep-2025 09:27:01,05-Sep-2025 09:26:49,05-Sep-2025 09:27:07,0.833290895276992,,,0.0,,,,,,,,,,,,,,,,,45.68825682791609,15.760423416398984,4,6.77878296375275,7.60862324772912,0.632201605608041,3.2820848522099,0.451572575434315,0.274651452067774,1.4,11.95,0xfb,0.458067214497047,0.438133657523056,0.135690674576433,0.269384241768516,1.60584076857479,4.06957738781811,1.46545204519152,-0.0056024189314125,-0.0574431123099427,0.426133757886713,0.164445892673941,0.261687865212772,0.0778871266795638,9.55,5.6,0.275948047637939,0.0145235814546284,6.58941602706909,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:26:46,05-Sep-2025 09:27:01,-0.0705115880026285,0.0979299131185533,2.93037481386845,-0.942700694878077,0.42934520374971,0.345904269214236,3.30194673063607,3.45217381807857,0.267364742601946,,0x38,,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,Healthy
0x41,,,9.92929141039384,,,1.4819837925961,,6.7,,,0.141791410393842,,7.3830917547112,,0.810236630821957,,0.175,,0.0,NaT,05-Sep-2025 11:40:40,05-Sep-2025 11:40:34,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,9.7875,,1.5,,6.525,0xfb,,5.49033121690552,,5.20311871343921,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 11:40:34,05-Sep-2025 11:40:34,NaT,,0.984372794838107,,,,,,,1.4819837925961,,0x77,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
0x1a,,,9.92929141039384,,,1.4819837925961,,6.7,,,0.141791410393842,,7.3830917547112,,0.810236630821957,,0.175,,0.0,NaT,05-Sep-2025 11:40:40,05-Sep-2025 11:40:34,NaT,,,,,,,,,,,,,,,,,,,,,,,0,,,,9.7875,,1.5,,6.525,0xfb,,5.49033121690552,,5.20311871343921,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,NaT,05-Sep-2025 11:40:34,05-Sep-2025 11:40:34,NaT,,0.984372794838107,,,,,,,1.4819837925961,,0x67,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Healthy
